id,object_id,degree_type,subject
845,p:11374,BS,Economics and Business-Management
846,p:11373,MS,Computer Science
847,p:11373,MS,Mathematics
848,p:11367,BA,Psychology
849,p:5360,BA,Economics
850,p:4166,BA,International Affairs
851,p:4166,MBA,
852,p:11382,BA,Economics
853,p:11382,MBA,
854,p:10720,BA,Technical Writing
855,p:7420,BCOM,Business
856,p:11399,PhD,Mathematics
857,p:11399,"MSc, Mathematics (Highest Honors",Mathematics
858,p:8112,JD,
859,p:8112,BA,Computer Science
860,p:11425,BA,Economics
861,p:11425,MBA,Technology Marketing
862,p:439,BA,Computer Science
863,p:2316,MBA,
864,p:3421,MS,Management
865,p:3421,MA,Political Science and Philosophy
866,p:11423,BA,English
867,p:11481,MBA,Marketing & Strategy
868,p:11481,BA,Economics
869,p:10570,,
870,p:11527,BA,
871,p:11527,MBA,
872,p:11527,,
873,p:4089,BA,Public Policy
874,p:11566,BS,Computer Science
875,p:11584,Communication Designer,"Web, Marketing, Advertising"
876,p:11585,MS,Corporate Communication
877,p:11436,BS,Applied Math
878,p:11614,EEM,"Engineering,  Economics and Management"
879,p:11651,BA,Computer Science
880,p:11661,BA,"Economics, Philosophy, Politics"
881,p:11664,BA,Human Communication
882,p:11690,MS,Software Engineering
883,p:11690,BS,Business Administration
884,p:11562,,Computer Science
885,p:7178,BS,Electrical Engineering
886,p:7178,MS,Electrical Engineering
887,p:11424,BA,CS & Psychology
888,p:11764,BS,Computer Science and Economics
889,p:11764,MBA,
890,p:5786,BA,"Finance, Entrepreneurship [ magna cum laude]"
891,p:5786,MBA,Strategy
892,p:461,MBA,
893,p:461,BA,
894,p:11830,BS,Mechanical Engineering
895,p:11830,MS,Computer Science
896,p:11875,BA,Finance and International Studies
897,p:11875,MBA,MBA
898,p:10403,MS,Engineering
899,p:11880,MBA,HR
900,p:3428,MBA,
901,p:10834,MA,European Media
902,p:11880,,
903,p:519,MBA,
904,p:519,BA,
905,p:11998,BS,
906,p:11754,BS,E.E.C.S.
907,p:11754,MS,E.E.C.S.
908,p:11754,PhD,Computer Science
909,p:9505,BA,Computer Science
910,p:9670,MS,Computer Science
911,p:1066,BS,Finance
912,p:1066,MS,Finance
913,p:12009,BS,Mathematics and Computer Science
914,p:8554,BA hons 2:1,Culture & Communication
915,p:5144,BA,Literature
916,p:5144,MBA,MBA
917,p:8072,BA,Advertising
918,p:8072,MA,Organizational Communications
919,p:12166,BS,Mathematics & Statistics
920,p:12166,MS,Computer Science
921,p:3812,BS,Computer Science
922,p:3812,MBA,
923,p:12010,BS,Business Management
924,p:11973,BS,Mathematics / Applied Science
925,p:11973,BS,Economics with Specialization in Computing
926,p:11973,MBA,Entrepreneurial Management
927,p:12091,BA,Economics
928,p:2898,BA,Astrophysics
929,p:3417,BA,Linguistics
930,p:3417,BE,Computer Science
931,p:12311,,Economics
932,p:8352,MBA,
933,p:12340,"MS, BS",Computer Science
934,p:11459,Coll̬ge,Computer Science
935,p:12351,BS,Marketing
936,p:12367,Master Degree,"Computer, Malayalam"
937,p:12368,PhD,Executive Education
938,p:12368,PhD,
939,p:7839,MS,Electrical Engineering
940,p:7839,BA,Physics
941,p:12411,BA,Philosophy
942,p:9749,BA,Political Science
943,p:9748,BA,Political Science
944,p:9748,MA,International Relations
945,p:9395,BS,Business (Honours)
946,p:9395,MS,Marketing
947,p:1360,BA,Photography
948,p:2148,MBA,Education
949,p:10687,MS,Management Science
950,p:12469,BS,Engineering-Economic Systems (EES)
951,p:12470,BENG,"Mgt., Comp Engg and Management"
952,p:12471,BS,Computer Science
953,p:12440,BFA,Fine Arts
954,p:12440,BID,Industrial Design
955,p:3963,MBA,Finance
956,p:3963,BS,Finance
957,p:6558,BA,
958,p:6558,MBA,
959,p:12648,MBA,"Leadership, Entrepreneurship"
960,p:12648,BS,"Economics, Finance & Econometrics"
961,p:12648,BS,International Intellectual Property Law
962,p:9487,Not Completed,"Engineering,  Physics"
963,p:11157,BA,Political Science
964,p:11157,JD,
965,p:12333,BS,ISIS
966,p:12492,BS,Computer Science
967,p:12492,PhD,Computer Science/Psychology/AI
968,p:12494,BS,Business and Administration
969,p:12494,MBA,
970,p:12790,BS,Computers
971,p:12860,MBA,
972,p:12860,BA,Political Science
973,p:10872,BS,
974,p:10325,MBA,
975,p:10325,BA,Economics
976,p:11512,BBA,Finance
977,p:5170,BS,Business Administration
978,p:12941,BA,Economics
979,p:12954,MBA,
980,p:12954,MEA,
981,p:12987,BS,Computer Engineer
982,p:12995,BA,
983,p:13018,BA,Religious Studies
984,p:12842,BS,Computer Science
985,p:13023,MS,Business Administration
986,p:13023,BS,Electrical & Computer Engineering
987,p:308,,Economics
988,p:13045,,Law
989,p:13045,BS,
990,p:13046,BS,mechanical engineering
991,p:13046,MS,Engineering
992,p:13046,PhD,Engineering
993,p:13060,,
994,p:13060,BS,
995,p:3269,JD,Law and Economics
996,p:3269,BA,Economics
997,p:13070,,
998,p:13083,LLB,Law
999,p:2446,MBA,
1000,p:13098,MBA,
1001,p:13098,BA,Advertising & Mass Communication
1002,p:13079,MS,Engineering Management
1003,p:13079,BS,Computer Science
1004,p:7234,Bachelor of Fine Arts,
1005,p:5659,BS,Political Science
1006,p:1640,BS,Economics and Mathematics
1007,p:13123,BBA,
1008,p:13124,BS,Journalism
1009,p:13124,JD,
1010,p:13125,BS,"Int'l bus., C.S., Finance"
1011,p:13125,MBA,International Management
1012,p:13126,BS,Film Management/Finance
1013,p:13126,MBA,
1014,p:13127,JD,
1015,p:13129,BA,
1016,p:13129,MBA,
1017,p:13130,BS,
1018,p:13130,MBA,
1019,p:13138,JD,
1020,p:13138,BA,
1021,p:416,BS,
1022,p:416,MBA,
1023,p:13153,Masters Degree in Marketing Mana,BE in Computer Science and Masters in Marketing Management(MMM)
1024,p:2447,BA,Organizational Communications
1025,p:12414,BE,Electrical Engineering
1026,p:12414,JD,Intellectual Property Law
1027,p:8,BS,Computer Science
1028,p:8,MBA,Business
1029,p:5537,BS,Computer Science
1030,p:13181,MBA,
1031,p:13181,BA,
1032,p:3302,,Computer Science and History
1033,p:13205,,
1034,p:13222,BS,Mathemetics
1035,p:13196,MBA,General Management
1036,p:13196,"AB, Magna Cum Laude",Social Studies
1037,p:13235,BFA,Advertising
1038,p:12964,BS,Aerospace Engineering
1039,p:12423,BA,Science and Engineering
1040,p:13220,Propedeuse,Business Intelligence
1041,p:13297,college degree,reverse engineering
1042,p:13298,Master of Business,"Information Management, Information Technology"
1043,p:13298,BBA,Information Management
1044,p:13200,BS,Computer Science
1045,p:13305,BS,Computer Science
1046,p:13305,MS,Computer Science
1047,p:13305,PhD,
1048,p:13306,BS,Business Administration
1049,p:13,BA,"Music Theory, Computer Science, and Finance"
1050,p:13317,BS,Electrical Engineer
1051,p:5055,BS,Business/Marketing
1052,p:2899,MS,Computer Science
1053,p:2899,BA (Hons.) Cantab,Computer Science
1054,p:13338,Incomplete,Computer Engineering
1055,p:13348,BS,"Management, Finance"
1056,p:13354,JD,
1057,p:13354,BS,
1058,p:8565,BS,Computer Science and Automation of Large Energy Manegement Systems
1059,p:8565,BS,Computer Science
1060,p:13367,MS,MBA
1061,p:486,BS,Mechanical Engineering
1062,p:486,MBA,
1063,p:487,BS,Electronics
1064,p:487,MS,Computer Engineering
1065,p:5264,BA,English
1066,p:5264,MBA,
1067,p:5265,BS,Computer Music
1068,p:5265,JD,
1069,p:5266,,
1070,p:5267,BS,Chemical Engineering
1071,p:5267,JD,
1072,p:12343,BS,Business
1073,p:2813,MBA,
1074,p:13333,,
1075,p:13390,BE,Electrical Engineering
1076,p:6577,Master in Management,"Strategy, Marketing, Finance"
1077,p:1189,MBA,
1078,p:13423,BS,Accounting with Computing
1079,p:12058,BA,Economics
1080,p:12058,MBA,"Entrepreneurship, Strategic Managment, Finance"
1081,p:10409,"MBA, MCom",Finance
1082,p:13444,MS,e-business
1083,p:13444,Certificat de formation continue,Sustainable development
1084,p:1314,,English
1085,p:1314,BS,Finance
1086,p:13466,BENG,Software Engineering
1087,p:13478,BA,International Relations
1088,p:13478,MS,Applied Math & Computer Science
1089,p:13482,BA,"Computer Science, Economics"
1090,p:13495,BS,"Math, Literature,"
1091,p:13533,Masters in Business,Information Technology
1092,p:13533,BS,Computer Engineering
1093,p:13533,Diploma,Digital Electronics
1094,p:13549,BS,Computer Science
1095,p:12103,MS,Computer Science
1096,p:9339,MBA,Master of Business Administration - information systems
1097,p:13412,MBA,Venture Capital and Technology Startups
1098,p:13220,,International Business & Management
1099,p:13213,BA,MCB Neurobiology
1100,p:13611,Bachelors in Engineering,Civil Engineering
1101,p:13611,MBA,Marketing Communications
1102,p:13579,B.A. - High Honors,Philosophy
1103,p:13579,"M.A , C. Phil.",Philosophy
1104,p:13579,PhD,
1105,p:6302,BA,
1106,p:6302,JD,
1107,p:13650,BS,
1108,p:11244,MBA,
1109,p:13688,BS,Computer Science
1110,p:12473,PhD,Electrical Engineering
1111,p:13708,MBA,finance and marketing
1112,p:13709,Bachlelors,Mechanical Engineering
1113,p:6603,BS,"Management, Information Systems"
1114,p:13758,MS,DESS Informatique et r̩seaux
1115,p:9292,MS,Interactive Multimedia
1116,p:9293,MS,Creative Writing
1117,p:9293,MA,Interactive Multimedia
1118,p:563,BA,Political Science
1119,p:563,MBA,
1120,p:8007,BS,Commerce Finance
1121,p:12374,BS,Economics
1122,p:13896,Applied Science (Computer Scienc,
1123,p:11642,BBA,Finance
1124,p:13477,BS,Politics
1125,p:13938,,
1126,p:13888,BS,Business
1127,p:13888,MS,Human Resources
1128,p:13883,BS,Management Information Systems
1129,p:13088,BA,Major in Journalism
1130,p:13964,PhD,Electrical and Computer Engineering
1131,p:12381,BS,Commnications
1132,p:13971,BS,"Sociology, Anthropology"
1133,p:12473,MS,Electrical Engineering
1134,p:12473,BTECH,Electronics and Communications
1135,p:14013,,International Finance
1136,p:13832,MBA,
1137,p:13832,BS,Mechanical Engineering
1138,p:14034,LLB,Law
1139,p:9227,BS,International Relations and German
1140,p:14045,,
1141,p:14046,BA,
1142,p:26,BA,Philosophy
1143,p:26,JD,Law
1144,p:7764,BS,School of Business
1145,p:14096,BS,Computer Science
1146,p:5565,MBA,Entrepreneurship and Venture Capital
1147,p:5565,JD,New media and intellectual property law
1148,p:5565,BE,Computer Engineering
1149,p:14070,MS,International Business
1150,p:14109,BA,Cinema and Digital Arts
1151,p:14110,BA,Journalism and Mass Communications
1152,p:7673,BE,Sociology and History
1153,p:14188,PhD,Genetics
1154,p:14210,MS,Physics and Engineering
1155,p:13835,BS,Materials Science
1156,p:13835,MS,Materials Science
1157,p:14228,BSc Hons First class,Computer Science
1158,p:14236,MBA,"Strategy, Marketing, OB"
1159,p:14180,BS,MIS
1160,p:13158,MS,Business
1161,p:13902,BS,Psychology and Organizational Management
1162,p:13901,BS,Electrical Engineering
1163,p:13901,MS,Electrical Engineering
1164,p:13900,MA,
1165,p:13900,MBA,
1166,p:14124,BA,English
1167,p:14124,M.M.,Music Composition
1168,p:14347,MS,"Machine Learnning, Style Based Text Categorization"
1169,p:14347,MBA,Information Systems
1170,p:13050,BS,Aerospace Engineering
1171,p:13050,MS,Aerospace Engineering
1172,p:8035,BA,Journalism
1173,p:14281,Computer Science,Communications and Media
1174,p:376,BS,"Computer Science ,Computer Engineering"
1175,p:6110,MBA,
1176,p:14268,BA,Economics
1177,p:13653,"Master in New Technologies, Audi",Hi-Tech
1178,p:12489,BA,Psychology
1179,p:14042,MBA,
1180,p:14457,MBA,
1181,p:14457,BA,"English, Pre-Med"
1182,p:14467,BBA,Accounting
1183,p:2163,BS,Political Science
1184,p:2163,JD,
1185,p:2572,BS,Public Communication
1186,p:2572,MS,Business Administration
1187,p:12180,MS,
1188,p:12180,,
1189,p:3792,BA,Public Policy & American Institutions
1190,p:402,BS,
1191,p:1646,MS,Electrical Engineering
1192,p:1646,PhD,Electrical Engineering and Computer Science
1193,p:14565,BA,History & Political Science
1194,p:4289,BS,Economics
1195,p:4289,JD,Law
1196,p:14618,BS,Computer Engineering
1197,p:14692,Professional,MCA
1198,p:14693,MBA,MBA
1199,p:14693,BS,"Business Information Technology, Software Engineering"
1200,p:14702,DIPLOMA IN ENGINEERING,MECHANICAL ENGINEERING
1201,p:14702,BA,MECHANICAL ENGINEERING
1202,p:14702,MA,MASTER PROGRAMME IN CAD/CAM/CAE & PRODUCT MOULD DESIGN
1203,p:14566,MBA,General & International Management
1204,p:14566,Bachelor of Science in Economics,Finance and Multinational Management
1205,p:14566,Semester Study Abroad,European Management & Economics
1206,p:14715,MSC(CS),Computers
1207,p:5135,BFA,Theater
1208,p:5135,MS,Acting
1209,p:10799,PhD,
1210,p:955,BCOM,Information Systems
1211,p:9649,BA,L.A. and S.S. Middle School Education
1212,p:14782,travel,Agroturystyka
1213,p:14782,natura,w beskidzie niskim
1214,p:13212,BTECH,EE
1215,p:14828,BS,Business Administration
1216,p:14828,MBA,
1217,p:13526,B.S. Business Administration (Fi,
1218,p:13526,B.A. International Relations (Gl,
1219,p:6683,MBA,
1220,p:6683,BS,
1221,p:2460,BA,
1222,p:2460,JD,
1223,p:14862,,"MFA Design, Media Arts"
1224,p:9456,MBA,
1225,p:9456,BTECH,
1226,p:14864,MBA,"Finance, Accounting"
1227,p:14864,BA,Economics
1228,p:14869,PhD,Product Usability
1229,p:14869,MS,Software Engineering
1230,p:14869,BA,Economics
1231,p:9095,MBA,Business
1232,p:9095,MA,Journalism
1233,p:9095,BA,Literature
1234,p:454,BA,Politics & Economics
1235,p:14935,BS,Accounting/Information Systems
1236,p:14949,BA,Business MIS
1237,p:15013,BA,
1238,p:15018,BA,English Literature
1239,p:564,BS,Symbolic Systems
1240,p:562,BS,Computer Science
1241,p:3682,MBA,
1242,p:3682,PhD,
1243,p:3682,MA,
1244,p:3682,BA,
1245,p:15038,BS,Management Science and Engineering
1246,p:15039,BS,Finance and Entrepreneurship
1247,p:15040,MBA,
1248,p:15040,B.S. International Political Eco,
1249,p:12260,,"Business Economics, Marketing"
1250,p:15045,MS,Cognitive Science
1251,p:15061,BBA,"Finance, Management"
1252,p:15061,MBA,"Finance, Advanced Statistical Methods"
1253,p:12633,BE,Computer Science Engineering
1254,p:15094,BS,Computer Science
1255,p:14507,BS,Electrical Engineering
1256,p:14507,MS,Electrical Engineering
1257,p:14507,PhD,Electrical Engineering
1258,p:14508,BS,Computer Engineering
1259,p:14508,MBA,
1260,p:15110,BA,
1261,p:15110,JD,Law
1262,p:15111,BBA,Business Administration
1263,p:15115,Master of Laws,Law
1264,p:15190,BA,"Science, Technology, and Society"
1265,p:15190,AA,Business
1266,p:15191,BA in Political Science,
1267,p:1197,,
1268,p:15220,BS,Economics
1269,p:15220,MA,Design
1270,p:15201,BS,"Mathematics, Computer Science"
1271,p:15296,MS,Management Science and Engineering
1272,p:15296,BS,Computer Science
1273,p:4263,BA,History
1274,p:10876,MS with Honors,Civil Engineering
1275,p:15298,MBA,
1276,p:15200,ko,Marketing Operations
1277,p:15200,BA,Information Management
1278,p:15301,BS,Economics
1279,p:11713,MBA,
1280,p:11713,BA,"Drama, Literature"
1281,p:15303,BS,Computer Science
1282,p:15305,BS,Computer Science
1283,p:15305,MS,Computer Science
1284,p:15311,BA,English (Writing) and Film Studies
1285,p:15313,MBA,
1286,p:15243,BS,Computer Science
1287,p:15319,BA,English Literature
1288,p:15319,MS,Engineering and Management
1289,p:12940,BA,
1290,p:12940,MBA,
1291,p:13489,BFA,Photography
1292,p:15265,BA,"Journalism, Communications"
1293,p:15265,MBA,Marketing
1294,p:15327,BA,Business Administration
1295,p:15328,BA,Business Administration
1296,p:15349,MS,Interactive Telecommunications Program
1297,p:15349,BA,Communication Arts
1298,p:7165,BS,"Mathematics, Economics"
1299,p:12762,BA,English
1300,p:12759,BA,"Engineering, History of Science"
1301,p:15311,Master of Fine Arts (coursework ,Film & Video
1302,p:14208,Software Engineer,CS
1303,p:15370,BS,Economics
1304,p:8037,,
1305,p:6598,BA,"Marketing, Politics"
1306,p:6791,BS,Business
1307,p:10514,BENG,Electronic and Computer Engineering
1308,p:15480,BS,Computer Information Systems
1309,p:4062,BS,Communications
1310,p:15491,MA,"Semiotics, English, Danish"
1311,p:10126,MLIS,Library and Information Science
1312,p:15500,Bachelor Arts,Information Systems / Marketing
1313,p:1911,,Computer Engineering
1314,p:6197,PhD,Computer Science
1315,p:6197,SB,Electrical Engineering and Computer Science
1316,p:13861,BS,Computer Science
1317,p:2229,MBA,
1318,p:15595,PhD,ICT Education
1319,p:15521,Bachleor of Science,Cognitive Science and Human Computer Interaction
1320,p:15521,MS,Human Computer Interaction
1321,p:15522,BS,ECE
1322,p:15625,BA,
1323,p:15626,MBA,
1324,p:15626,BS,Mechanical Engeering
1325,p:15627,BS,Civil Engineering
1326,p:15628,BA,Political Science
1327,p:15628,MBA,
1328,p:12148,MBA,Entrepreneurship
1329,p:12148,JD,Law
1330,p:14719,MBA,Finance
1331,p:5448,BS,Computer Science
1332,p:15682,BS,Mechanical Engineering
1333,p:15698,MS,Business Administration
1334,p:15730,MS,Business Economics
1335,p:15730,BS,Marketing and Management
1336,p:15753,"Interactive, Graphic and 3D Desi",Advance Diploma In Multimedia
1337,p:15753,Post Graduate Degree,Journalism
1338,p:15776,BA,Philosophy and Religion
1339,p:2226,JD,Law
1340,p:15784,MBA,
1341,p:15796,BS,Electrical Engineering
1342,p:15700,Master Degree,Telecommunications Engineering
1343,p:15700,MBA,Executive MBA
1344,p:15761,MBA,Management of Technology
1345,p:3827,BA,
1346,p:3827,MBA,
1347,p:15827,BS,Product Design Studies
1348,p:15831,BS,Computer Science
1349,p:15796,MBA,
1350,p:15875,MS,Astrophysics
1351,p:15885,MBA,
1352,p:15885,BA,"Economics, Computer Science"
1353,p:15886,MBA,
1354,p:15886,JD,LAW
1355,p:15887,MS,
1356,p:15888,MS,
1357,p:15888,BA,
1358,p:15900,MS,
1359,p:15900,BS,
1360,p:15828,BS,Computer Science
1361,p:15391,BS,Management
1362,p:15818,BS,Physics
1363,p:15818,MS,Physics
1364,p:15818,MBA,Strategy and marketing
1365,p:15927,BA,Political Science
1366,p:15836,BBA,Marketing
1367,p:15940,Postgraduate,Postgraduate in Telecommunications
1368,p:15940,MS,MBA
1369,p:15940,BS,Business Administration
1370,p:6510,BS,News-editorial journalism
1371,p:6510,BS,Curriculum & Instruction
1372,p:6510,MA,Journalism
1373,p:6510,PhD,Mass Communication
1374,p:5844,BS,Computer Science & Information Decision Systems
1375,p:15010,Diploma,Computer Systems Technology
1376,p:7759,MBA,International Business
1377,p:15967,MBA,Business Administration
1378,p:15967,PhD,Economics
1379,p:15968,S.M. (masters),Aero & Astro
1380,p:15968,BS,Astrophysics
1381,p:15971,BIS,Business and Communication
1382,p:15972,BA,Political Science
1383,p:15972,A.M.,International Relations
1384,p:15998,BA (na),Economics
1385,p:16018,MS,Marketing
1386,p:15334,BA,Economics
1387,p:15334,MA,International and Development Economics
1388,p:16050,BA,History and Government
1389,p:8612,BS,Psychology/Science & Math
1390,p:16063,,
1391,p:16066,MS,MBA
1392,p:16080,BS,Social Science /  Economics
1393,p:16085,BS,Applied Economics and Management
1394,p:16089,BA,Business
1395,p:6118,MPHIL,Medieval Literature 1100-1500
1396,p:6118,BA,English Literature and Philosophy
1397,p:6119,BS,Mathematics
1398,p:6120,PhD,Environment and Resources
1399,p:6120,MS,Civil and Environmental Engineering
1400,p:16103,BS,Molecular Biology
1401,p:196,BS,Engineering
1402,p:196,PhD,Computer Science
1403,p:195,BA,
1404,p:195,MS,Applied Sciences
1405,p:195,PhD,Ph.D.
1406,p:197,BA,English
1407,p:198,BA,Computer Science
1408,p:198,PhD,Computer Science
1409,p:16113,MS,MS&E
1410,p:16113,BS,Electrical Engineering
1411,p:16133,Bachelor of Law,
1412,p:3643,BA,Communication
1413,p:16156,MBA,
1414,p:12871,BS,Computer Science
1415,p:12872,MS,Computer Information Science
1416,p:12874,BS,Computer Science
1417,p:16104,BS,
1418,p:16167,PhD,Cognitive Psychology
1419,p:16168,PhD,Computer Science
1420,p:16169,BA,Economics
1421,p:16169,Master's in International Manage,International Finance
